disease_area,disease,start_year,trial_count
Disorder of the genitourinary system,IgA Nephropathy,2008,2
Disorder of the genitourinary system,Infertility,2008,7
Disorder of the genitourinary system,Interstitial Cystitis,2008,4
Disorder of the genitourinary system,Nephrotic Syndrome,2008,2
Disorder of the genitourinary system,Overactive Bladder,2008,16
Disorder of the genitourinary system,Polycystic Kidney Disease,2008,1
Disorder of the genitourinary system,Preeclampsia,2008,2
Disorder of the genitourinary system,Pregnancy Study,2008,6
Disorder of the genitourinary system,Urinary Incontinence,2008,22
Disorder of the genitourinary system,Uterine Fibroids,2008,7
Infection,COVID-19,2008,1
Infection,Clostridium Difficile Infection,2008,2
Infection,Cytomegalovirus,2008,9
Infection,Fungal Infection,2008,30
Infection,HIV/AIDS,2008,68
Infection,Helicobacter Pylori,2008,5
Infection,Hepatitis B,2008,13
Infection,Hepatitis C,2008,37
Infection,Herpes Simplex Virus,2008,11
Infection,Herpes Zoster,2008,3
Infection,Influenza,2008,40
Infection,Malaria,2008,4
Infection,Osteomyelitis,2008,18
Infection,Pneumonia,2008,8
Infection,Respiratory Syncytial Virus,2008,9
Infection,Sepsis,2008,8
Infection,Sexually Transmitted Infections,2008,3
Infection,Skin and Soft Tissue Infection,2008,28
Infection,Tuberculosis,2008,8
Infection,Urinary Tract Infection,2008,11
Injury,Burns,2008,1
Injury,Overdose,2008,1
Injury,Trauma,2008,5
Mental illness,Alcohol Use Disorder,2008,21
Mental illness,Anorexia,2008,2
Mental illness,Attention Deficit Hyperactivity Disorder,2008,31
Mental illness,Autism Spectrum Disorder,2008,8
Mental illness,Bipolar Disorder,2008,28
Mental illness,Delirium,2008,5
Mental illness,Eating Disorders,2008,4
Mental illness,Generalized Anxiety Disorder,2008,9
Mental illness,Major Depressive Disorder,2008,63
Mental illness,Obsessive-Compulsive Disorder,2008,8
Mental illness,Opioid Use Disorder,2008,17
Mental illness,Panic Disorder,2008,5
Mental illness,Post-Traumatic Stress Disorder,2008,23
Mental illness,Postpartum Depression,2008,6
Mental illness,Schizophrenia,2008,54
Mental illness,Smoking Cessation,2008,29
Mental illness,Social Anxiety Disorder,2008,9
Mental illness,Substance Use Disorder,2008,28
Musculoskeletal disorder,Ankylosing Spondylitis,2008,8
Musculoskeletal disorder,Bone Fracture,2008,15
Musculoskeletal disorder,Fibromyalgia,2008,10
Musculoskeletal disorder,Gout,2008,9
Musculoskeletal disorder,Juvenile Idiopathic Arthritis,2008,4
Musculoskeletal disorder,Low Back Pain,2008,21
Musculoskeletal disorder,Osteoarthritis,2008,38
Musculoskeletal disorder,Osteoporosis,2008,36
Musculoskeletal disorder,Psoriatic Arthritis,2008,2
Musculoskeletal disorder,Tendinopathy,2008,6
Neoplastic disease,Acute Lymphoblastic Leukemia,2008,18
Neoplastic disease,Acute Myeloid Leukemia,2008,21
Neoplastic disease,Bladder Cancer,2008,23
Neoplastic disease,Brain Tumors,2008,21
Neoplastic disease,Breast Cancer,2008,102
Neoplastic disease,Cancer Immunotherapy,2008,14
Neoplastic disease,Cancer Supportive Care,2008,1
Neoplastic disease,Cervical Cancer,2008,17
Neoplastic disease,Cholangiocarcinoma,2008,2
Neoplastic disease,Chronic Lymphocytic Leukemia,2008,11
Neoplastic disease,Chronic Myeloid Leukemia,2008,28
Neoplastic disease,Colorectal Cancer,2008,35
Neoplastic disease,Diffuse Large B-Cell Lymphoma,2008,2
Neoplastic disease,Endometrial Cancer,2008,13
Neoplastic disease,Esophageal Cancer,2008,12
Neoplastic disease,Follicular Lymphoma,2008,15
Neoplastic disease,Gastric Cancer,2008,7
Neoplastic disease,Glioblastoma,2008,19
Neoplastic disease,Head and Neck Cancer,2008,25
Neoplastic disease,Hematologic Malignancies General,2008,8
Neoplastic disease,Hepatocellular Carcinoma,2008,17
Neoplastic disease,Hodgkin Lymphoma,2008,30
Neoplastic disease,Locally Advanced Cancer,2008,22
Neoplastic disease,Mantle Cell Lymphoma,2008,6
Neoplastic disease,Melanoma,2008,22
Neoplastic disease,Mesothelioma,2008,4
Neoplastic disease,Metastatic Disease,2008,27
Neoplastic disease,Multiple Myeloma,2008,41
Neoplastic disease,Myeloproliferative Neoplasms,2008,8
Neoplastic disease,Neuroendocrine Tumors,2008,21
Neoplastic disease,Non-Hodgkin Lymphoma,2008,5
Neoplastic disease,Non-Small Cell Lung Cancer,2008,59
Neoplastic disease,Ovarian Cancer,2008,20
Neoplastic disease,Pancreatic Cancer,2008,27
Neoplastic disease,Prostate Cancer,2008,46
Neoplastic disease,Recurrent Cancer,2008,18
Neoplastic disease,Renal Cell Carcinoma,2008,26
Neoplastic disease,Sarcoma,2008,15
Neoplastic disease,Small Cell Lung Cancer,2008,36
Neoplastic disease,Solid Tumors (Advanced),2008,14
Neoplastic disease,Solid Tumors General,2008,4
Neoplastic disease,Thyroid Cancer,2008,9
Neoplastic disease,Waldenstrom Macroglobulinemia,2008,2
Neurological disorder,Alzheimer's Disease,2008,31
Neurological disorder,Amyotrophic Lateral Sclerosis,2008,7
Neurological disorder,Chronic Inflammatory Demyelinating Polyneuropathy,2008,1
Neurological disorder,Chronic Pain,2008,13
Neurological disorder,Dementia,2008,3
Neurological disorder,Duchenne Muscular Dystrophy,2008,5
Neurological disorder,Epilepsy,2008,32
Neurological disorder,Essential Tremor,2008,8
Neurological disorder,Guillain-Barré Syndrome,2008,2
Neurological disorder,Huntington's Disease,2008,4
Neurological disorder,Migraine,2008,20
Neurological disorder,Multiple Sclerosis,2008,23
Neurological disorder,Myasthenia Gravis,2008,7
Neurological disorder,Neuropathic Pain,2008,4
Neurological disorder,Parkinson's Disease,2008,21
Neurological disorder,Spinal Cord Injury,2008,10
Neurological disorder,Spinal Muscular Atrophy,2008,6
Neurological disorder,Stroke,2008,26
Neurological disorder,Traumatic Brain Injury,2008,14
Neurological disorder,Trigeminal Neuralgia,2008,17
Procedure,Anesthesia,2008,20
Procedure,Blood Transfusion,2008,10
Procedure,Mechanical Ventilation,2008,9
Procedure,Medical Device Study,2008,3
Procedure,Radiation Oncology,2008,4
Procedure,Screening,2008,1
Procedure,Surgical Procedures,2008,14
Respiratory disease,Acute Respiratory Distress Syndrome,2008,9
Respiratory disease,Allergic Asthma,2008,26
Respiratory disease,Allergic Rhinitis,2008,15
Respiratory disease,Asthma,2008,51
Respiratory disease,Bronchiectasis,2008,17
Respiratory disease,Chronic Obstructive Pulmonary Disease,2008,52
Respiratory disease,Cystic Fibrosis,2008,22
Respiratory disease,Idiopathic Pulmonary Fibrosis,2008,4
Respiratory disease,Neonatal Respiratory Distress,2008,8
Respiratory disease,Pulmonary Arterial Hypertension,2008,19
Respiratory disease,Pulmonary Embolism,2008,1
Respiratory disease,Severe Asthma,2008,3
Situation with explicit context,Contraception,2008,9
Situation with explicit context,Critical Illness,2008,8
Situation with explicit context,Drug-Drug Interaction,2008,21
Situation with explicit context,Geriatric Population,2008,6
Situation with explicit context,Healthy Volunteers,2008,74
Situation with explicit context,Pediatric Population,2008,4
Situation with explicit context,Post-Operative Care,2008,10
Situation with explicit context,Preventive Care,2008,7
Situation with explicit context,Vaccination,2008,3
Sleep disorder,Insomnia,2008,19
Sleep disorder,Narcolepsy,2008,5
Sleep disorder,Obstructive Sleep Apnea,2008,18
Sleep disorder,Restless Legs Syndrome,2008,7
Blood disease,Anemia,2009,18
Blood disease,Hemoglobinopathies,2009,1
Blood disease,Immune Thrombocytopenia,2009,4
Blood disease,Myelodysplastic Syndromes,2009,16
Blood disease,Neutropenia,2009,6
Blood disease,Sickle Cell Disease,2009,12
Blood disease,Thalassemia,2009,3
Blood disease,Thrombotic Thrombocytopenic Purpura,2009,9
Cardiovascular disease,Acute Coronary Syndrome,2009,13
Cardiovascular disease,Aortic Stenosis,2009,14
Cardiovascular disease,Atherosclerosis,2009,15
Cardiovascular disease,Atrial Fibrillation,2009,16
Cardiovascular disease,Cardiomyopathy,2009,4
Cardiovascular disease,Coronary Artery Disease,2009,50
Cardiovascular disease,Familial Hypercholesterolemia,2009,14
Cardiovascular disease,Heart Failure,2009,37
Cardiovascular disease,Hyperlipidemia,2009,17
Cardiovascular disease,Hypertension,2009,62
Cardiovascular disease,Mitral Regurgitation,2009,2
Cardiovascular disease,Myocardial Infarction,2009,13
Cardiovascular disease,Peripheral Artery Disease,2009,12
Cardiovascular disease,Shock,2009,2
Cardiovascular disease,Ventricular Arrhythmias,2009,13
Clinical finding,Acute Pain,2009,53
Clinical finding,Edema,2009,6
Clinical finding,Fatigue,2009,3
Clinical finding,Fever,2009,11
Congenital disease,Lysosomal Storage Disorders,2009,10
Congenital disease,Phenylketonuria,2009,2
Disorder of body system,Cachexia,2009,1
Disorder of body system,Multiple Organ Failure,2009,3
Disorder of digestive system,Acute Pancreatitis,2009,7
Disorder of digestive system,Celiac Disease,2009,5
Disorder of digestive system,Chronic Pancreatitis,2009,10
Disorder of digestive system,Cirrhosis,2009,9
Disorder of digestive system,Constipation,2009,6
Disorder of digestive system,Crohn's Disease,2009,7
Disorder of digestive system,Eosinophilic Esophagitis,2009,8
Disorder of digestive system,Gastroesophageal Reflux Disease,2009,10
Disorder of digestive system,Gastroparesis,2009,12
Disorder of digestive system,Inflammatory Bowel Disease,2009,2
Disorder of digestive system,Irritable Bowel Syndrome,2009,12
Disorder of digestive system,Malnutrition,2009,5
Disorder of digestive system,Nausea and Vomiting,2009,13
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2009,6
Disorder of digestive system,Peptic Ulcer Disease,2009,8
Disorder of digestive system,Short Bowel Syndrome,2009,13
Disorder of digestive system,Ulcerative Colitis,2009,25
Disorder of ear,Hearing Loss,2009,4
Disorder of ear,Meniere's Disease,2009,2
Disorder of ear,Otitis Media,2009,4
Disorder of ear,Tinnitus,2009,4
Disorder of endocrine system,Acromegaly,2009,1
Disorder of endocrine system,Addison's Disease,2009,1
Disorder of endocrine system,Cushing's Syndrome,2009,1
Disorder of endocrine system,Diabetic Nephropathy,2009,3
Disorder of endocrine system,Diabetic Neuropathy,2009,5
Disorder of endocrine system,Gestational Diabetes,2009,63
Disorder of endocrine system,Growth Hormone Deficiency,2009,2
Disorder of endocrine system,Hyperparathyroidism,2009,11
Disorder of endocrine system,Hypogonadism,2009,5
Disorder of endocrine system,Hypoparathyroidism,2009,9
Disorder of endocrine system,Menopause Symptoms,2009,7
Disorder of endocrine system,Metabolic Syndrome,2009,15
Disorder of endocrine system,Obesity,2009,41
Disorder of endocrine system,Polycystic Ovary Syndrome,2009,8
Disorder of endocrine system,Type 1 Diabetes,2009,22
Disorder of endocrine system,Type 2 Diabetes,2009,137
Disorder of eye,Age-Related Macular Degeneration,2009,13
Disorder of eye,Cataracts,2009,28
Disorder of eye,Conjunctivitis,2009,12
Disorder of eye,Diabetic Macular Edema,2009,5
Disorder of eye,Diabetic Retinopathy,2009,1
Disorder of eye,Dry Eye Disease,2009,18
Disorder of eye,Glaucoma,2009,47
Disorder of eye,Inherited Retinal Diseases,2009,6
Disorder of eye,Retinal Vein Occlusion,2009,17
Disorder of eye,Uveitis,2009,5
Disorder of haemostatic system,Deep Vein Thrombosis,2009,7
Disorder of haemostatic system,Disseminated Intravascular Coagulation,2009,9
Disorder of haemostatic system,Hemophilia A,2009,14
Disorder of haemostatic system,Hemophilia B,2009,10
Disorder of haemostatic system,Venous Thromboembolism,2009,21
Disorder of immune function,Common Variable Immunodeficiency,2009,3
Disorder of immune function,Food Allergy,2009,5
Disorder of immune function,Graft-versus-Host Disease,2009,7
Disorder of immune function,Lupus Nephritis,2009,3
Disorder of immune function,Organ Transplant Rejection,2009,18
Disorder of immune function,Primary Immunodeficiency,2009,5
Disorder of immune function,Rheumatoid Arthritis,2009,64
Disorder of immune function,Sarcoidosis,2009,7
Disorder of immune function,Severe Combined Immunodeficiency,2009,2
Disorder of immune function,Sjögren's Syndrome,2009,1
Disorder of immune function,Systemic Lupus Erythematosus,2009,3
Disorder of immune function,Systemic Sclerosis,2009,7
Disorder of labour / delivery,Preterm Labor,2009,8
Disorder of skin,Acne,2009,29
Disorder of skin,Alopecia Areata,2009,11
Disorder of skin,Atopic Dermatitis,2009,27
Disorder of skin,Chronic Urticaria,2009,5
Disorder of skin,Hidradenitis Suppurativa,2009,6
Disorder of skin,Pressure Ulcers,2009,2
Disorder of skin,Psoriasis,2009,28
Disorder of skin,Rosacea,2009,24
Disorder of skin,Vitiligo,2009,2
Disorder of skin,Wound Healing,2009,9
Disorder of the genitourinary system,Acute Kidney Injury,2009,8
Disorder of the genitourinary system,Benign Prostatic Hyperplasia,2009,14
Disorder of the genitourinary system,Chronic Kidney Disease,2009,30
Disorder of the genitourinary system,End-Stage Renal Disease,2009,12
Disorder of the genitourinary system,Endometriosis,2009,8
Disorder of the genitourinary system,Erectile Dysfunction,2009,17
Disorder of the genitourinary system,Focal Segmental Glomerulosclerosis,2009,2
Disorder of the genitourinary system,IgA Nephropathy,2009,3
Disorder of the genitourinary system,Infertility,2009,11
Disorder of the genitourinary system,Interstitial Cystitis,2009,3
Disorder of the genitourinary system,Nephrotic Syndrome,2009,10
Disorder of the genitourinary system,Overactive Bladder,2009,17
Disorder of the genitourinary system,Polycystic Kidney Disease,2009,1
Disorder of the genitourinary system,Preeclampsia,2009,1
Disorder of the genitourinary system,Pregnancy Study,2009,7
Disorder of the genitourinary system,Urinary Incontinence,2009,13
Disorder of the genitourinary system,Uterine Fibroids,2009,7
Infection,COVID-19,2009,1
Infection,Clostridium Difficile Infection,2009,1
Infection,Cytomegalovirus,2009,11
Infection,Fungal Infection,2009,10
Infection,HIV/AIDS,2009,93
Infection,Hepatitis B,2009,15
Infection,Hepatitis C,2009,41
Infection,Herpes Simplex Virus,2009,5
Infection,Herpes Zoster,2009,7
Infection,Influenza,2009,80
Infection,Malaria,2009,6
Infection,Osteomyelitis,2009,7
Infection,Pneumonia,2009,15
Infection,Respiratory Syncytial Virus,2009,18
Infection,Sepsis,2009,12
Infection,Sexually Transmitted Infections,2009,4
Infection,Skin and Soft Tissue Infection,2009,24
Infection,Tuberculosis,2009,11
Infection,Urinary Tract Infection,2009,11
Injury,Burns,2009,5
Injury,Trauma,2009,11
Mental illness,Alcohol Use Disorder,2009,27
Mental illness,Anorexia,2009,11
Mental illness,Attention Deficit Hyperactivity Disorder,2009,23
Mental illness,Autism Spectrum Disorder,2009,15
Mental illness,Bipolar Disorder,2009,18
Mental illness,Delirium,2009,5
Mental illness,Eating Disorders,2009,1
Mental illness,Generalized Anxiety Disorder,2009,3
Mental illness,Major Depressive Disorder,2009,65
Mental illness,Obsessive-Compulsive Disorder,2009,9
Mental illness,Opioid Use Disorder,2009,8
Mental illness,Post-Traumatic Stress Disorder,2009,22
Mental illness,Postpartum Depression,2009,4
Mental illness,Schizophrenia,2009,38
Mental illness,Smoking Cessation,2009,56
Mental illness,Social Anxiety Disorder,2009,7
Mental illness,Substance Use Disorder,2009,31
Musculoskeletal disorder,Ankylosing Spondylitis,2009,11
Musculoskeletal disorder,Bone Fracture,2009,15
Musculoskeletal disorder,Fibromyalgia,2009,19
Musculoskeletal disorder,Gout,2009,11
Musculoskeletal disorder,Juvenile Idiopathic Arthritis,2009,11
Musculoskeletal disorder,Low Back Pain,2009,14
Musculoskeletal disorder,Osteoarthritis,2009,46
Musculoskeletal disorder,Osteoporosis,2009,33
Musculoskeletal disorder,Psoriatic Arthritis,2009,2
Musculoskeletal disorder,Tendinopathy,2009,12
Neoplastic disease,Acute Lymphoblastic Leukemia,2009,25
Neoplastic disease,Acute Myeloid Leukemia,2009,18
Neoplastic disease,Bladder Cancer,2009,12
Neoplastic disease,Brain Tumors,2009,41
Neoplastic disease,Breast Cancer,2009,101
Neoplastic disease,Cancer Immunotherapy,2009,25
Neoplastic disease,Cancer Supportive Care,2009,1
Neoplastic disease,Cervical Cancer,2009,26
Neoplastic disease,Cholangiocarcinoma,2009,8
Neoplastic disease,Chronic Lymphocytic Leukemia,2009,12
Neoplastic disease,Chronic Myeloid Leukemia,2009,33
Neoplastic disease,Colorectal Cancer,2009,29
Neoplastic disease,Diffuse Large B-Cell Lymphoma,2009,13
Neoplastic disease,Endometrial Cancer,2009,15
Neoplastic disease,Esophageal Cancer,2009,7
Neoplastic disease,Follicular Lymphoma,2009,13
Neoplastic disease,Gastric Cancer,2009,12
Neoplastic disease,Glioblastoma,2009,25
Neoplastic disease,Head and Neck Cancer,2009,22
Neoplastic disease,Hematologic Malignancies General,2009,8
Neoplastic disease,Hepatocellular Carcinoma,2009,29
Neoplastic disease,Hodgkin Lymphoma,2009,29
Neoplastic disease,Locally Advanced Cancer,2009,24
Neoplastic disease,Mantle Cell Lymphoma,2009,6
Neoplastic disease,Melanoma,2009,27
Neoplastic disease,Mesothelioma,2009,5
Neoplastic disease,Metastatic Disease,2009,21
Neoplastic disease,Multiple Myeloma,2009,26
Neoplastic disease,Myeloproliferative Neoplasms,2009,7
Neoplastic disease,Neuroendocrine Tumors,2009,10
Neoplastic disease,Non-Hodgkin Lymphoma,2009,7
Neoplastic disease,Non-Small Cell Lung Cancer,2009,65
Neoplastic disease,Ovarian Cancer,2009,29
Neoplastic disease,Pancreatic Cancer,2009,35
