disease_area,disease,start_year,outcome_category,outcome_record_count,trial_count
Disorder of body system,Multiple Organ Failure,2018,Biomarkers/Lab Values,4,2
Disorder of body system,Multiple Organ Failure,2018,Hospitalization/Healthcare Use,2,2
Disorder of body system,Multiple Organ Failure,2018,Imaging Outcomes,3,2
Disorder of body system,Multiple Organ Failure,2018,Mental Health Outcomes,4,1
Disorder of body system,Multiple Organ Failure,2018,Treatment Adherence,1,1
Disorder of body system,Multiple Organ Failure,2018,Vital Signs/Physical Measures,2,1
Disorder of digestive system,Acute Pancreatitis,2018,Adverse Events/Safety,19,10
Disorder of digestive system,Acute Pancreatitis,2018,Biomarkers/Lab Values,1,1
Disorder of digestive system,Acute Pancreatitis,2018,Disease Control,4,1
Disorder of digestive system,Acute Pancreatitis,2018,Hospitalization/Healthcare Use,6,4
Disorder of digestive system,Acute Pancreatitis,2018,Imaging Outcomes,4,2
Disorder of digestive system,Acute Pancreatitis,2018,Microbiological/Virological,1,1
Disorder of digestive system,Acute Pancreatitis,2018,Pharmacokinetics,6,2
Disorder of digestive system,Acute Pancreatitis,2018,Quality of Life/PRO,4,4
Disorder of digestive system,Acute Pancreatitis,2018,Remission/Cure,2,2
Disorder of digestive system,Acute Pancreatitis,2018,Response Rates,2,1
Disorder of digestive system,Acute Pancreatitis,2018,Survival/Time-to-Event,1,1
Disorder of digestive system,Acute Pancreatitis,2018,Symptoms/Pain,13,8
Disorder of digestive system,Acute Pancreatitis,2018,Vital Signs/Physical Measures,4,1
Disorder of digestive system,Celiac Disease,2018,Adverse Events/Safety,11,4
Disorder of digestive system,Celiac Disease,2018,Biomarkers/Lab Values,39,5
Disorder of digestive system,Celiac Disease,2018,Disease Activity Scores,1,1
Disorder of digestive system,Celiac Disease,2018,Immunogenicity,1,1
Disorder of digestive system,Celiac Disease,2018,Pharmacokinetics,32,3
Disorder of digestive system,Celiac Disease,2018,Quality of Life/PRO,2,2
Disorder of digestive system,Celiac Disease,2018,Symptoms/Pain,2,2
Disorder of digestive system,Celiac Disease,2018,Vital Signs/Physical Measures,13,4
Disorder of digestive system,Chronic Pancreatitis,2018,Adverse Events/Safety,6,5
Disorder of digestive system,Chronic Pancreatitis,2018,Biomarkers/Lab Values,26,6
Disorder of digestive system,Chronic Pancreatitis,2018,Disease Activity Scores,7,3
Disorder of digestive system,Chronic Pancreatitis,2018,Disease Control,2,1
Disorder of digestive system,Chronic Pancreatitis,2018,Functional Status,5,2
Disorder of digestive system,Chronic Pancreatitis,2018,Hospitalization/Healthcare Use,3,2
Disorder of digestive system,Chronic Pancreatitis,2018,Imaging Outcomes,1,1
Disorder of digestive system,Chronic Pancreatitis,2018,Immunogenicity,7,3
Disorder of digestive system,Chronic Pancreatitis,2018,Mental Health Outcomes,3,2
Disorder of digestive system,Chronic Pancreatitis,2018,Mortality,1,1
Disorder of digestive system,Chronic Pancreatitis,2018,Pharmacokinetics,1,1
Disorder of digestive system,Chronic Pancreatitis,2018,Quality of Life/PRO,22,8
Disorder of digestive system,Chronic Pancreatitis,2018,Response Rates,16,7
Disorder of digestive system,Chronic Pancreatitis,2018,Symptoms/Pain,14,10
Disorder of digestive system,Chronic Pancreatitis,2018,Treatment Adherence,3,3
Disorder of digestive system,Chronic Pancreatitis,2018,Vital Signs/Physical Measures,6,2
Disorder of digestive system,Cirrhosis,2018,Adverse Events/Safety,13,10
Disorder of digestive system,Cirrhosis,2018,Biomarkers/Lab Values,59,14
Disorder of digestive system,Cirrhosis,2018,Disease Activity Scores,3,2
Disorder of digestive system,Cirrhosis,2018,Disease Control,6,5
Disorder of digestive system,Cirrhosis,2018,Hospitalization/Healthcare Use,4,3
Disorder of digestive system,Cirrhosis,2018,Imaging Outcomes,4,2
Disorder of digestive system,Cirrhosis,2018,Microbiological/Virological,1,1
Disorder of digestive system,Cirrhosis,2018,Mortality,3,1
Disorder of digestive system,Cirrhosis,2018,Pharmacokinetics,79,6
Disorder of digestive system,Cirrhosis,2018,Quality of Life/PRO,1,1
Disorder of digestive system,Cirrhosis,2018,Response Rates,13,4
Disorder of digestive system,Cirrhosis,2018,Survival/Time-to-Event,3,2
Disorder of digestive system,Cirrhosis,2018,Vital Signs/Physical Measures,2,2
Disorder of digestive system,Constipation,2018,Adverse Events/Safety,2,1
Disorder of digestive system,Constipation,2018,Response Rates,2,1
Disorder of digestive system,Constipation,2018,Symptoms/Pain,1,1
Disorder of digestive system,Crohn's Disease,2018,Adverse Events/Safety,23,6
Disorder of digestive system,Crohn's Disease,2018,Biomarkers/Lab Values,9,5
Disorder of digestive system,Crohn's Disease,2018,Disease Activity Scores,39,10
Disorder of digestive system,Crohn's Disease,2018,Disease Control,4,3
Disorder of digestive system,Crohn's Disease,2018,Dose-Finding,1,1
Disorder of digestive system,Crohn's Disease,2018,Hospitalization/Healthcare Use,1,1
Disorder of digestive system,Crohn's Disease,2018,Imaging Outcomes,1,1
Disorder of digestive system,Crohn's Disease,2018,Immunogenicity,3,2
Disorder of digestive system,Crohn's Disease,2018,Quality of Life/PRO,8,1
Disorder of digestive system,Crohn's Disease,2018,Remission/Cure,29,11
Disorder of digestive system,Crohn's Disease,2018,Response Rates,17,10
Disorder of digestive system,Crohn's Disease,2018,Symptoms/Pain,2,1
Disorder of digestive system,Crohn's Disease,2018,Treatment Adherence,4,1
Disorder of digestive system,Crohn's Disease,2018,Vital Signs/Physical Measures,3,2
Disorder of digestive system,Eosinophilic Esophagitis,2018,Adverse Events/Safety,6,4
Disorder of digestive system,Eosinophilic Esophagitis,2018,Biomarkers/Lab Values,13,5
Disorder of digestive system,Eosinophilic Esophagitis,2018,Disease Activity Scores,6,2
Disorder of digestive system,Eosinophilic Esophagitis,2018,Imaging Outcomes,3,1
Disorder of digestive system,Eosinophilic Esophagitis,2018,Immunogenicity,1,1
Disorder of digestive system,Eosinophilic Esophagitis,2018,Pharmacokinetics,1,1
Disorder of digestive system,Eosinophilic Esophagitis,2018,Quality of Life/PRO,2,1
Disorder of digestive system,Eosinophilic Esophagitis,2018,Remission/Cure,1,1
Disorder of digestive system,Eosinophilic Esophagitis,2018,Response Rates,4,2
Disorder of digestive system,Eosinophilic Esophagitis,2018,Survival/Time-to-Event,2,1
Disorder of digestive system,Eosinophilic Esophagitis,2018,Symptoms/Pain,9,5
Disorder of digestive system,Eosinophilic Esophagitis,2018,Treatment Adherence,1,1
Disorder of digestive system,Gastroesophageal Reflux Disease,2018,Adverse Events/Safety,2,1
Disorder of digestive system,Gastroesophageal Reflux Disease,2018,Disease Control,1,1
Disorder of digestive system,Gastroesophageal Reflux Disease,2018,Quality of Life/PRO,1,1
Disorder of digestive system,Gastroesophageal Reflux Disease,2018,Response Rates,2,2
Disorder of digestive system,Gastroesophageal Reflux Disease,2018,Symptoms/Pain,9,4
Disorder of digestive system,Gastroparesis,2018,Adverse Events/Safety,12,7
Disorder of digestive system,Gastroparesis,2018,Biomarkers/Lab Values,37,5
Disorder of digestive system,Gastroparesis,2018,Functional Status,9,4
Disorder of digestive system,Gastroparesis,2018,Hospitalization/Healthcare Use,7,4
Disorder of digestive system,Gastroparesis,2018,Imaging Outcomes,2,2
Disorder of digestive system,Gastroparesis,2018,Immunogenicity,2,2
Disorder of digestive system,Gastroparesis,2018,Other Clinical Endpoints,2,2
Disorder of digestive system,Gastroparesis,2018,Pharmacokinetics,3,1
Disorder of digestive system,Gastroparesis,2018,Quality of Life/PRO,5,3
Disorder of digestive system,Gastroparesis,2018,Response Rates,6,2
Disorder of digestive system,Gastroparesis,2018,Symptoms/Pain,30,7
Disorder of digestive system,Gastroparesis,2018,Treatment Adherence,1,1
Disorder of digestive system,Gastroparesis,2018,Vital Signs/Physical Measures,10,6
Disorder of digestive system,Inflammatory Bowel Disease,2018,Adverse Events/Safety,9,4
Disorder of digestive system,Inflammatory Bowel Disease,2018,Biomarkers/Lab Values,10,2
Disorder of digestive system,Inflammatory Bowel Disease,2018,Disease Activity Scores,7,2
Disorder of digestive system,Inflammatory Bowel Disease,2018,Dose-Finding,1,1
Disorder of digestive system,Inflammatory Bowel Disease,2018,Hospitalization/Healthcare Use,6,1
Disorder of digestive system,Inflammatory Bowel Disease,2018,Pharmacokinetics,12,1
Disorder of digestive system,Inflammatory Bowel Disease,2018,Quality of Life/PRO,7,1
Disorder of digestive system,Inflammatory Bowel Disease,2018,Remission/Cure,2,1
Disorder of digestive system,Inflammatory Bowel Disease,2018,Response Rates,1,1
Disorder of digestive system,Inflammatory Bowel Disease,2018,Survival/Time-to-Event,3,1
Disorder of digestive system,Inflammatory Bowel Disease,2018,Treatment Adherence,2,1
Disorder of digestive system,Inflammatory Bowel Disease,2018,Vital Signs/Physical Measures,4,1
Disorder of digestive system,Irritable Bowel Syndrome,2018,Adverse Events/Safety,3,3
Disorder of digestive system,Irritable Bowel Syndrome,2018,Biomarkers/Lab Values,5,3
Disorder of digestive system,Irritable Bowel Syndrome,2018,Functional Status,1,1
Disorder of digestive system,Irritable Bowel Syndrome,2018,Imaging Outcomes,1,1
Disorder of digestive system,Irritable Bowel Syndrome,2018,Mental Health Outcomes,4,3
Disorder of digestive system,Irritable Bowel Syndrome,2018,Other Clinical Endpoints,2,2
Disorder of digestive system,Irritable Bowel Syndrome,2018,Pharmacokinetics,7,1
Disorder of digestive system,Irritable Bowel Syndrome,2018,Quality of Life/PRO,6,4
Disorder of digestive system,Irritable Bowel Syndrome,2018,Remission/Cure,1,1
Disorder of digestive system,Irritable Bowel Syndrome,2018,Response Rates,10,5
Disorder of digestive system,Irritable Bowel Syndrome,2018,Symptoms/Pain,19,6
Disorder of digestive system,Irritable Bowel Syndrome,2018,Treatment Adherence,1,1
Disorder of digestive system,Irritable Bowel Syndrome,2018,Vital Signs/Physical Measures,2,2
Disorder of digestive system,Malnutrition,2018,Adverse Events/Safety,3,1
Disorder of digestive system,Malnutrition,2018,Hospitalization/Healthcare Use,1,1
Disorder of digestive system,Malnutrition,2018,Other Clinical Endpoints,3,1
Disorder of digestive system,Malnutrition,2018,Quality of Life/PRO,7,2
Disorder of digestive system,Malnutrition,2018,Vital Signs/Physical Measures,3,1
Disorder of digestive system,Nausea and Vomiting,2018,Adverse Events/Safety,6,2
Disorder of digestive system,Nausea and Vomiting,2018,Hospitalization/Healthcare Use,1,1
Disorder of digestive system,Nausea and Vomiting,2018,Quality of Life/PRO,2,2
Disorder of digestive system,Nausea and Vomiting,2018,Response Rates,2,2
Disorder of digestive system,Nausea and Vomiting,2018,Symptoms/Pain,2,2
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2018,Adverse Events/Safety,18,9
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2018,Biomarkers/Lab Values,135,14
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2018,Disease Activity Scores,1,1
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2018,Disease Control,2,2
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2018,Imaging Outcomes,21,11
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2018,Mortality,1,1
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2018,Pharmacokinetics,18,2
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2018,Quality of Life/PRO,8,2
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2018,Response Rates,5,4
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2018,Treatment Adherence,1,1
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2018,Vital Signs/Physical Measures,14,5
Disorder of digestive system,Peptic Ulcer Disease,2018,Adverse Events/Safety,2,2
Disorder of digestive system,Peptic Ulcer Disease,2018,Disease Control,1,1
Disorder of digestive system,Peptic Ulcer Disease,2018,Functional Status,1,1
Disorder of digestive system,Peptic Ulcer Disease,2018,Hospitalization/Healthcare Use,1,1
Disorder of digestive system,Peptic Ulcer Disease,2018,Imaging Outcomes,4,3
Disorder of digestive system,Peptic Ulcer Disease,2018,Quality of Life/PRO,1,1
Disorder of digestive system,Peptic Ulcer Disease,2018,Survival/Time-to-Event,1,1
Disorder of digestive system,Peptic Ulcer Disease,2018,Symptoms/Pain,1,1
Disorder of digestive system,Peptic Ulcer Disease,2018,Vital Signs/Physical Measures,1,1
Disorder of digestive system,Short Bowel Syndrome,2018,Adverse Events/Safety,20,9
Disorder of digestive system,Short Bowel Syndrome,2018,Biomarkers/Lab Values,17,5
Disorder of digestive system,Short Bowel Syndrome,2018,Disease Activity Scores,1,1
Disorder of digestive system,Short Bowel Syndrome,2018,Disease Control,1,1
Disorder of digestive system,Short Bowel Syndrome,2018,Functional Status,2,2
Disorder of digestive system,Short Bowel Syndrome,2018,Hospitalization/Healthcare Use,8,4
Disorder of digestive system,Short Bowel Syndrome,2018,Imaging Outcomes,3,3
Disorder of digestive system,Short Bowel Syndrome,2018,Immunogenicity,11,5
Disorder of digestive system,Short Bowel Syndrome,2018,Other Clinical Endpoints,6,2
Disorder of digestive system,Short Bowel Syndrome,2018,Pharmacokinetics,7,2
Disorder of digestive system,Short Bowel Syndrome,2018,Quality of Life/PRO,7,6
Disorder of digestive system,Short Bowel Syndrome,2018,Remission/Cure,1,1
Disorder of digestive system,Short Bowel Syndrome,2018,Response Rates,8,5
Disorder of digestive system,Short Bowel Syndrome,2018,Survival/Time-to-Event,2,2
Disorder of digestive system,Short Bowel Syndrome,2018,Symptoms/Pain,7,6
Disorder of digestive system,Short Bowel Syndrome,2018,Treatment Adherence,8,4
Disorder of digestive system,Short Bowel Syndrome,2018,Vital Signs/Physical Measures,20,6
Disorder of digestive system,Ulcerative Colitis,2018,Adverse Events/Safety,40,16
Disorder of digestive system,Ulcerative Colitis,2018,Biomarkers/Lab Values,23,11
Disorder of digestive system,Ulcerative Colitis,2018,Disease Activity Scores,26,14
Disorder of digestive system,Ulcerative Colitis,2018,Disease Control,6,6
Disorder of digestive system,Ulcerative Colitis,2018,Functional Status,1,1
Disorder of digestive system,Ulcerative Colitis,2018,Hospitalization/Healthcare Use,11,6
Disorder of digestive system,Ulcerative Colitis,2018,Immunogenicity,6,4
Disorder of digestive system,Ulcerative Colitis,2018,Other Clinical Endpoints,3,1
Disorder of digestive system,Ulcerative Colitis,2018,Pharmacokinetics,14,6
Disorder of digestive system,Ulcerative Colitis,2018,Quality of Life/PRO,28,14
Disorder of digestive system,Ulcerative Colitis,2018,Remission/Cure,54,18
Disorder of digestive system,Ulcerative Colitis,2018,Response Rates,26,16
Disorder of digestive system,Ulcerative Colitis,2018,Survival/Time-to-Event,2,2
Disorder of digestive system,Ulcerative Colitis,2018,Symptoms/Pain,19,8
Disorder of digestive system,Ulcerative Colitis,2018,Treatment Adherence,4,2
Disorder of digestive system,Ulcerative Colitis,2018,Vital Signs/Physical Measures,3,2
Disorder of ear,Hearing Loss,2018,Adverse Events/Safety,4,4
Disorder of ear,Hearing Loss,2018,Biomarkers/Lab Values,1,1
Disorder of ear,Hearing Loss,2018,Disease Activity Scores,1,1
Disorder of ear,Hearing Loss,2018,Functional Status,10,4
Disorder of ear,Hearing Loss,2018,Mental Health Outcomes,5,3
Disorder of ear,Hearing Loss,2018,Pharmacokinetics,5,1
Disorder of ear,Hearing Loss,2018,Quality of Life/PRO,22,6
Disorder of ear,Hearing Loss,2018,Symptoms/Pain,1,1
Disorder of ear,Meniere's Disease,2018,Adverse Events/Safety,2,2
Disorder of ear,Meniere's Disease,2018,Biomarkers/Lab Values,9,1
Disorder of ear,Meniere's Disease,2018,Disease Control,1,1
Disorder of ear,Meniere's Disease,2018,Functional Status,8,3
Disorder of ear,Meniere's Disease,2018,Hospitalization/Healthcare Use,1,1
Disorder of ear,Meniere's Disease,2018,Microbiological/Virological,1,1
Disorder of ear,Meniere's Disease,2018,Pharmacokinetics,1,1
Disorder of ear,Meniere's Disease,2018,Quality of Life/PRO,2,2
Disorder of ear,Meniere's Disease,2018,Symptoms/Pain,3,3
Disorder of ear,Meniere's Disease,2018,Treatment Adherence,1,1
Disorder of ear,Otitis Media,2018,Adverse Events/Safety,1,1
Disorder of ear,Otitis Media,2018,Microbiological/Virological,3,1
Disorder of ear,Otitis Media,2018,Other Clinical Endpoints,2,1
Disorder of ear,Tinnitus,2018,Adverse Events/Safety,4,1
Disorder of ear,Tinnitus,2018,Functional Status,1,1
Disorder of ear,Tinnitus,2018,Mental Health Outcomes,1,1
Disorder of ear,Tinnitus,2018,Quality of Life/PRO,6,3
Disorder of ear,Tinnitus,2018,Response Rates,2,1
Disorder of ear,Tinnitus,2018,Symptoms/Pain,6,4
Disorder of endocrine system,Acromegaly,2018,Adverse Events/Safety,6,2
Disorder of endocrine system,Acromegaly,2018,Biomarkers/Lab Values,9,3
Disorder of endocrine system,Acromegaly,2018,Disease Activity Scores,1,1
Disorder of endocrine system,Acromegaly,2018,Functional Status,3,1
Disorder of endocrine system,Acromegaly,2018,Imaging Outcomes,18,1
Disorder of endocrine system,Acromegaly,2018,Immunogenicity,1,1
Disorder of endocrine system,Acromegaly,2018,Mental Health Outcomes,1,1
Disorder of endocrine system,Acromegaly,2018,Other Clinical Endpoints,1,1
Disorder of endocrine system,Acromegaly,2018,Pharmacokinetics,8,1
Disorder of endocrine system,Acromegaly,2018,Quality of Life/PRO,5,1
Disorder of endocrine system,Acromegaly,2018,Vital Signs/Physical Measures,13,2
Disorder of endocrine system,Addison's Disease,2018,Biomarkers/Lab Values,4,1
Disorder of endocrine system,Addison's Disease,2018,Mortality,5,1
Disorder of endocrine system,Addison's Disease,2018,Survival/Time-to-Event,1,1
Disorder of endocrine system,Cushing's Syndrome,2018,Adverse Events/Safety,3,3
Disorder of endocrine system,Cushing's Syndrome,2018,Biomarkers/Lab Values,10,4
Disorder of endocrine system,Cushing's Syndrome,2018,Disease Control,2,2
Disorder of endocrine system,Cushing's Syndrome,2018,Imaging Outcomes,1,1
Disorder of endocrine system,Cushing's Syndrome,2018,Mental Health Outcomes,1,1
Disorder of endocrine system,Cushing's Syndrome,2018,Pharmacokinetics,1,1
Disorder of endocrine system,Cushing's Syndrome,2018,Quality of Life/PRO,2,1
Disorder of endocrine system,Cushing's Syndrome,2018,Treatment Adherence,1,1
Disorder of endocrine system,Cushing's Syndrome,2018,Vital Signs/Physical Measures,3,1
Disorder of endocrine system,Diabetic Nephropathy,2018,Adverse Events/Safety,5,2
Disorder of endocrine system,Diabetic Nephropathy,2018,Biomarkers/Lab Values,19,5
